Do. Jän. 25 15:28:11 2024 1706192891518 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "version " "626"
Do. Jän. 25 15:31:34 2024 1706193094013 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:31:34 2024 1706193094241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 ec 02"
Do. Jän. 25 15:31:34 2024 1706193094243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:34 2024 1706193094244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 ec 02"
Do. Jän. 25 15:31:34 2024 1706193094245 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:34 2024 1706193094245 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 ec 02"
Do. Jän. 25 15:31:34 2024 1706193094247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:34 2024 1706193094248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 ec 02"
Do. Jän. 25 15:31:34 2024 1706193094249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:34 2024 1706193094572 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:31:34 2024 1706193094578 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193052577
Do. Jän. 25 15:31:34 2024 1706193094580 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade -63 enabled \u0001"
Do. Jän. 25 15:31:34 2024 1706193094582 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade -0.945"
Do. Jän. 25 15:31:34 2024 1706193094583 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:31:34 2024 1706193094585 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 4"
Do. Jän. 25 15:31:34 2024 1706193094986 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 83 00 e7 0f"
Do. Jän. 25 15:31:34 2024 1706193094988 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:31:34 2024 1706193094989 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:31:34 2024 1706193094991 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:31:34 2024 1706193094993 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:31:34 2024 1706193094996 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:31:34 2024 1706193094998 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:31:34 2024 1706193095000 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 5.00891"
Do. Jän. 25 15:31:35 2024 1706193095002 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 131"
Do. Jän. 25 15:31:35 2024 1706193095004 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:31:35 2024 1706193095241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 f8 02"
Do. Jän. 25 15:31:35 2024 1706193095243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:35 2024 1706193095244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 f8 02"
Do. Jän. 25 15:31:35 2024 1706193095245 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:35 2024 1706193095246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 f8 02"
Do. Jän. 25 15:31:35 2024 1706193095248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:35 2024 1706193095249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 f8 02"
Do. Jän. 25 15:31:35 2024 1706193095250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:35 2024 1706193095605 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:31:35 2024 1706193095610 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193052577
Do. Jän. 25 15:31:35 2024 1706193095614 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade -63 enabled \u0001"
Do. Jän. 25 15:31:35 2024 1706193095617 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade -0.945"
Do. Jän. 25 15:31:35 2024 1706193095619 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:31:35 2024 1706193095623 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 4"
Do. Jän. 25 15:31:35 2024 1706193095977 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 83 00 e7 0f"
Do. Jän. 25 15:31:35 2024 1706193095979 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:31:35 2024 1706193095987 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:31:35 2024 1706193095989 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:31:35 2024 1706193095992 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:31:35 2024 1706193095994 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:31:35 2024 1706193095996 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:31:35 2024 1706193095998 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 5.00891"
Do. Jän. 25 15:31:35 2024 1706193096000 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 131"
Do. Jän. 25 15:31:36 2024 1706193096002 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:31:36 2024 1706193096241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 d8 02 b0 02"
Do. Jän. 25 15:31:36 2024 1706193096244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:36 2024 1706193096246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 d8 02 b0 02"
Do. Jän. 25 15:31:36 2024 1706193096249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:36 2024 1706193096251 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 d8 02 b0 02"
Do. Jän. 25 15:31:36 2024 1706193096254 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:36 2024 1706193096256 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 d8 02 b0 02"
Do. Jän. 25 15:31:36 2024 1706193096259 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:36 2024 1706193096638 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:31:36 2024 1706193096643 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193052577
Do. Jän. 25 15:31:36 2024 1706193096645 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade -63 enabled \u0001"
Do. Jän. 25 15:31:36 2024 1706193096647 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade -0.945"
Do. Jän. 25 15:31:36 2024 1706193096649 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:31:36 2024 1706193096653 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 4"
Do. Jän. 25 15:31:36 2024 1706193096967 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 83 00 e7 0f"
Do. Jän. 25 15:31:36 2024 1706193096970 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:31:36 2024 1706193096972 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:31:36 2024 1706193096975 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:31:36 2024 1706193096978 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:31:36 2024 1706193096980 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:31:36 2024 1706193096982 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:31:36 2024 1706193096984 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 5.00891"
Do. Jän. 25 15:31:36 2024 1706193096986 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 131"
Do. Jän. 25 15:31:36 2024 1706193096988 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:31:37 2024 1706193097241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 8b 02 7c 01"
Do. Jän. 25 15:31:37 2024 1706193097245 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:37 2024 1706193097247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 8b 02 7c 01"
Do. Jän. 25 15:31:37 2024 1706193097249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:37 2024 1706193097251 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 8b 02 7c 01"
Do. Jän. 25 15:31:37 2024 1706193097254 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:37 2024 1706193097256 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 51 8b 02 7c 01"
Do. Jän. 25 15:31:37 2024 1706193097258 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 81"
Do. Jän. 25 15:31:37 2024 1706193097638 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:31:37 2024 1706193097643 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193052577
Do. Jän. 25 15:31:37 2024 1706193097646 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade -63 enabled \u0001"
Do. Jän. 25 15:31:37 2024 1706193097648 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade -0.945"
Do. Jän. 25 15:31:37 2024 1706193097650 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:31:37 2024 1706193097653 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 4"
Do. Jän. 25 15:31:37 2024 1706193097988 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 83 00 e7 0f"
Do. Jän. 25 15:31:37 2024 1706193097991 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:31:37 2024 1706193097994 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:31:37 2024 1706193097996 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:31:37 2024 1706193097998 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:31:38 2024 1706193098001 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:31:38 2024 1706193098003 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:31:38 2024 1706193098005 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 5.00891"
Do. Jän. 25 15:31:38 2024 1706193098008 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 131"
Do. Jän. 25 15:31:38 2024 1706193098010 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:31:38 2024 1706193098241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 04 00"
Do. Jän. 25 15:31:38 2024 1706193098243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 0"
Do. Jän. 25 15:31:38 2024 1706193098244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 04 00"
Do. Jän. 25 15:31:38 2024 1706193098245 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 0"
Do. Jän. 25 15:31:38 2024 1706193098246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 04 00"
Do. Jän. 25 15:31:38 2024 1706193098248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 0"
Do. Jän. 25 15:31:38 2024 1706193098249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 04 00"
Do. Jän. 25 15:31:38 2024 1706193098250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 0"
Do. Jän. 25 15:31:38 2024 1706193098655 Debug: /Users/cagnulein/qdomyos-zwift/src/webserverinfosender.cpp virtual bool WebServerInfoSender::init() "Folder" ":/inner_templates//floating"
Do. Jän. 25 15:31:38 2024 1706193098658 Debug: /Users/cagnulein/qdomyos-zwift/src/webserverinfosender.cpp virtual bool WebServerInfoSender::init() "Relative" "floating"
Do. Jän. 25 15:31:38 2024 1706193098660 Debug: /Users/cagnulein/qdomyos-zwift/src/webserverinfosender.cpp virtual bool WebServerInfoSender::init() "Folder" ":/inner_templates//maps2d"
Do. Jän. 25 15:31:38 2024 1706193098662 Debug: /Users/cagnulein/qdomyos-zwift/src/webserverinfosender.cpp virtual bool WebServerInfoSender::init() "Relative" "maps2d"
Do. Jän. 25 15:31:38 2024 1706193098664 Debug: /Users/cagnulein/qdomyos-zwift/src/webserverinfosender.cpp virtual bool WebServerInfoSender::init() "Folder" ":/inner_templates//chartjs"
Do. Jän. 25 15:31:38 2024 1706193098666 Debug: /Users/cagnulein/qdomyos-zwift/src/webserverinfosender.cpp virtual bool WebServerInfoSender::init() "Relative" "chartjs"
Do. Jän. 25 15:31:38 2024 1706193098668 Debug: /Users/cagnulein/qdomyos-zwift/src/webserverinfosender.cpp virtual bool WebServerInfoSender::init() "Folder" ":/inner_templates//googlemaps"
Do. Jän. 25 15:31:38 2024 1706193098670 Debug: /Users/cagnulein/qdomyos-zwift/src/webserverinfosender.cpp virtual bool WebServerInfoSender::init() "Relative" "googlemaps"
Do. Jän. 25 15:31:38 2024 1706193098673 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:31:38 2024 1706193098677 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193052577
Do. Jän. 25 15:31:38 2024 1706193098680 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade -63 enabled \u0001"
Do. Jän. 25 15:31:38 2024 1706193098682 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade -0.945"
Do. Jän. 25 15:31:38 2024 1706193098684 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:31:38 2024 1706193098688 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 4"
Do. Jän. 25 15:31:38 2024 1706193098979 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 83 00 e7 0f"
Do. Jän. 25 15:31:38 2024 1706193098982 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:31:38 2024 1706193098984 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:31:38 2024 1706193098986 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:31:38 2024 1706193098988 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:31:38 2024 1706193098991 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:31:38 2024 1706193098993 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:31:38 2024 1706193098995 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 5.00891"
Do. Jän. 25 15:31:38 2024 1706193098997 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 131"
Do. Jän. 25 15:31:38 2024 1706193098999 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:31:39 2024 1706193099241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 04 00"
Do. Jän. 25 15:31:39 2024 1706193099244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 0"
Do. Jän. 25 15:31:39 2024 1706193099246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 04 00"
Do. Jän. 25 15:31:39 2024 1706193099249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 0"
Do. Jän. 25 15:31:39 2024 1706193099251 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 04 00"
Do. Jän. 25 15:31:39 2024 1706193099253 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 0"
Do. Jän. 25 15:31:39 2024 1706193099255 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 04 00"
Do. Jän. 25 15:31:39 2024 1706193099258 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 0"
Do. Jän. 25 15:31:39 2024 1706193099655 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:31:39 2024 1706193099659 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193052577
Do. Jän. 25 15:31:39 2024 1706193099662 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade -63 enabled \u0001"
Do. Jän. 25 15:31:39 2024 1706193099664 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade -0.945"
Do. Jän. 25 15:31:39 2024 1706193099666 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:31:39 2024 1706193099669 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 4"
Do. Jän. 25 15:31:39 2024 1706193099967 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 83 00 e7 0f"
